id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
3743,11,Yes,1,3,Yes,4,3,Extrovert
3744,,No,8,6,No,8,5,Extrovert
3745,3,No,9,4,No,12,10,Extrovert
3746,2,No,8,,No,8,10,Extrovert
3747,5,Yes,3,1,Yes,5,,Introvert
3748,1,No,5,3,No,11,6,Extrovert
3749,0,No,9,3,No,10,5,Extrovert
3750,9,Yes,,1,Yes,3,1,Introvert
3751,2,No,5,3,No,11,4,Extrovert
3752,0,No,9,5,No,,4,Extrovert
3753,2,No,4,3,No,11,3,Extrovert
3754,0,No,4,5,,7,3,Extrovert
3755,0,No,8,5,No,8,5,Extrovert
3756,9,,2,1,Yes,1,0,Introvert
3757,,Yes,2,2,Yes,5,1,Introvert
3758,1,No,4,5,No,5,,Extrovert
3759,3,No,10,,No,11,9,Extrovert
3760,,,3,5,No,3,2,Extrovert
3761,10,Yes,,2,Yes,10,2,Introvert
3762,0,No,9,5,No,6,6,Extrovert
3763,3,No,4,7,No,13,4,Extrovert
3764,1,No,,5,No,12,9,Extrovert
3765,1,No,4,6,No,4,3,Extrovert
3766,0,No,9,,No,5,4,Extrovert
3767,2,No,7,6,No,,3,Extrovert
3768,1,No,5,6,No,3,4,Extrovert
3769,2,No,4,5,No,8,4,Extrovert
3770,1,No,,6,No,13,3,Extrovert
3771,1,No,8,5,No,6,3,Extrovert
3772,4,Yes,2,5,Yes,1,3,Introvert
3773,,No,3,3,No,15,5,Extrovert
3774,2,No,5,5,No,7,9,Extrovert
3775,3,Yes,3,0,Yes,3,1,Introvert
3776,0,No,8,6,No,9,8,Extrovert
3777,0,No,5,4,No,9,6,Extrovert
3778,5,Yes,3,0,,5,2,Introvert
3779,3,No,8,3,No,13,7,Extrovert
3780,1,No,6,7,No,7,5,Extrovert
3781,3,No,5,6,No,4,8,Extrovert
3782,7,Yes,1,2,,2,1,Introvert
3783,1,No,9,7,No,12,9,Extrovert
3784,0,No,6,7,No,7,9,Extrovert
3785,6,Yes,1,,Yes,2,1,Introvert
3786,4,No,7,6,No,5,3,Extrovert
3787,3,No,6,5,No,6,3,Extrovert
3788,0,Yes,0,1,Yes,0,3,Introvert
3789,8,Yes,3,2,Yes,1,,Introvert
3790,,No,4,6,No,14,5,Extrovert
3791,0,No,4,5,No,6,4,Extrovert
3792,3,,4,6,No,6,3,Extrovert
3793,9,Yes,0,,Yes,3,1,Introvert
3794,0,,4,3,No,11,5,Extrovert
3795,1,No,9,5,No,15,7,Extrovert
3796,0,No,7,4,No,,7,Extrovert
3797,0,No,6,5,No,9,,Extrovert
3798,2,No,4,3,No,5,8,Extrovert
3799,0,,4,5,No,7,3,Extrovert
3800,0,No,6,6,No,9,10,Extrovert
3801,0,No,4,4,,5,5,Extrovert
3802,4,Yes,2,1,Yes,4,,Introvert
3803,2,No,,4,No,11,10,Extrovert
3804,9,Yes,2,0,Yes,2,2,Introvert
3805,,No,7,4,No,7,7,Extrovert
3806,1,No,9,6,No,6,,Extrovert
3807,4,Yes,,0,Yes,0,1,Introvert
3808,3,No,7,3,No,7,,Extrovert
3809,3,No,,4,No,8,7,Extrovert
3810,7,Yes,1,1,Yes,,2,Extrovert
3811,9,Yes,2,0,Yes,10,2,Introvert
3812,0,No,8,3,No,9,5,Extrovert
3813,3,,6,6,No,7,3,Extrovert
3814,3,,9,7,No,9,5,Extrovert
3815,2,,6,3,No,15,6,Extrovert
3816,2,No,6,3,No,8,9,Extrovert
3817,1,No,4,4,No,9,3,Extrovert
3818,8,Yes,0,0,Yes,5,1,Introvert
3819,1,No,5,7,No,14,6,Extrovert
3820,2,No,6,5,No,14,5,Extrovert
3821,1,No,8,5,No,10,,Extrovert
3822,0,No,9,6,,8,5,Extrovert
3823,0,,8,3,No,7,6,Extrovert
3824,3,No,7,3,No,5,7,Extrovert
3825,2,,5,3,No,12,8,Extrovert
3826,2,No,4,5,No,4,3,Extrovert
3827,2,No,8,5,No,9,,Introvert
3828,,Yes,1,3,Yes,5,3,Introvert
3829,3,No,4,,No,10,6,Extrovert
3830,1,No,9,4,No,15,7,Extrovert
3831,11,,3,0,Yes,2,0,Introvert
3832,3,No,5,4,No,9,10,Extrovert
3833,0,No,8,3,No,9,8,Introvert
3834,2,No,5,7,No,13,7,Extrovert
3835,2,No,5,5,No,11,6,Extrovert
3836,2,No,5,4,No,8,4,Extrovert
3837,2,No,8,5,No,7,10,Extrovert
3838,3,No,,3,No,12,4,Extrovert
3839,0,No,6,3,No,11,6,Extrovert
3840,2,No,4,7,No,15,4,Introvert
3841,11,Yes,3,0,Yes,,2,Introvert
3842,11,,2,1,Yes,4,0,Introvert
3843,7,Yes,1,0,,2,0,Introvert
3844,0,No,8,3,No,10,8,Extrovert
3845,0,No,7,4,No,3,7,Extrovert
3846,4,No,10,6,No,5,10,Extrovert
3847,1,No,4,6,No,14,9,Extrovert
3848,2,No,5,3,No,7,3,Extrovert
3849,11,,0,2,Yes,2,1,Introvert
3850,1,No,4,4,No,4,3,Extrovert
3851,1,No,6,6,No,13,6,Extrovert
3852,0,No,4,6,No,10,9,Extrovert
3853,3,No,,5,No,10,3,Extrovert
3854,3,No,,,No,11,3,Extrovert
3855,8,Yes,3,4,Yes,2,1,Extrovert
3856,1,No,6,6,No,13,3,Extrovert
3857,0,No,5,3,No,13,9,Extrovert
3858,3,No,4,5,No,12,,Extrovert
3859,,No,6,6,No,6,,Introvert
3860,0,No,3,5,No,8,5,Extrovert
3861,0,No,9,6,No,9,7,Extrovert
3862,3,,5,4,No,11,5,Extrovert
3863,1,No,6,4,No,3,7,Introvert
3864,2,No,,4,No,10,4,Extrovert
3865,1,No,4,7,No,9,9,Extrovert
3866,1,No,7,6,No,15,7,Extrovert
3867,0,No,5,5,No,5,8,Extrovert
3868,0,,6,6,No,13,8,Extrovert
3869,5,Yes,2,0,,5,1,Introvert
3870,5,Yes,1,0,Yes,4,,Introvert
3871,,No,9,5,No,9,3,Extrovert
3872,3,No,8,6,No,5,4,Extrovert
3873,2,No,8,6,No,12,5,Extrovert
3874,1,No,8,7,No,15,5,Extrovert
3875,1,No,10,4,No,12,5,Extrovert
3876,2,No,4,,No,10,9,Extrovert
3877,3,No,8,5,No,7,4,Extrovert
3878,1,No,8,,No,11,6,Extrovert
3879,1,No,7,,No,11,5,Extrovert
3880,4,,0,2,Yes,3,0,Introvert
3881,0,No,8,3,No,10,3,Extrovert
3882,3,No,8,6,No,12,8,Extrovert
3883,,Yes,0,0,Yes,2,0,Introvert
3884,3,No,7,5,No,9,9,Extrovert
3885,0,No,6,7,No,5,3,Extrovert
3886,2,No,8,6,No,3,8,Extrovert
3887,1,No,5,7,No,8,8,Extrovert
3888,0,No,4,7,No,12,9,Extrovert
3889,2,No,5,3,No,7,,Extrovert
3890,1,No,5,,No,10,8,Extrovert
3891,5,Yes,1,2,No,1,0,Introvert
3892,7,,3,0,Yes,1,0,Introvert
3893,0,No,,5,No,11,5,Extrovert
3894,5,Yes,3,2,,5,2,Introvert
3895,2,No,9,7,No,8,8,Extrovert
3896,,No,4,6,No,9,3,Introvert
3897,,No,8,5,No,13,4,Extrovert
3898,3,No,7,4,No,10,6,Extrovert
3899,1,No,5,7,No,8,9,Extrovert
3900,3,No,8,,No,15,4,Extrovert
3901,1,No,7,6,No,7,3,Extrovert
3902,4,Yes,2,2,,4,2,Introvert
3903,2,No,10,5,No,9,3,Extrovert
3904,0,No,5,7,No,11,6,Extrovert
3905,4,No,7,,No,8,6,Extrovert
3906,2,No,,4,No,7,6,Extrovert
3907,2,No,9,6,No,8,4,Extrovert
3908,3,No,6,7,No,10,5,Extrovert
3909,9,,3,2,Yes,2,0,Introvert
3910,2,No,8,7,No,6,7,Extrovert
3911,1,No,4,3,No,5,9,Extrovert
3912,4,Yes,2,,Yes,,2,Introvert
3913,2,No,6,6,No,,5,Extrovert
3914,11,Yes,1,2,,2,2,Introvert
3915,3,No,6,7,No,15,,Extrovert
3916,2,No,4,6,No,8,,Extrovert
3917,2,No,5,4,No,14,4,Extrovert
3918,2,No,5,5,No,5,5,Extrovert
3919,2,No,5,5,No,8,8,Extrovert
3920,2,No,5,6,No,6,10,Extrovert
3921,0,No,4,5,No,10,7,Extrovert
3922,10,Yes,1,,Yes,4,,Introvert
3923,2,No,10,7,No,14,6,Extrovert
3924,2,No,7,,No,12,9,Extrovert
3925,1,No,8,,No,15,9,Extrovert
3926,4,Yes,2,,Yes,2,0,Introvert
3927,3,No,9,4,No,15,8,Extrovert
3928,2,No,9,3,No,12,,Extrovert
3929,0,No,6,,No,9,9,Extrovert
3930,3,No,5,5,No,5,7,Extrovert
3931,5,Yes,0,1,Yes,4,0,Introvert
3932,1,No,4,3,No,4,3,Extrovert
3933,2,No,9,7,No,8,6,Extrovert
3934,0,No,8,,No,9,5,Extrovert
3935,0,No,5,7,No,9,9,Extrovert
3936,,Yes,0,0,,1,,Introvert
3937,2,No,6,5,No,8,4,Extrovert
3938,2,No,9,3,No,15,9,Extrovert
3939,8,Yes,1,,Yes,3,2,Introvert
3940,2,No,7,6,No,10,6,Extrovert
3941,3,,9,4,No,9,5,Extrovert
3942,6,,0,0,Yes,1,0,Introvert
3943,0,No,5,5,No,7,10,Extrovert
3944,3,No,7,4,No,13,10,Extrovert
3945,11,Yes,0,,Yes,,1,Introvert
3946,0,No,,7,No,6,9,Extrovert
3947,0,No,6,4,No,11,3,Extrovert
3948,7,Yes,0,0,Yes,2,2,Introvert
3949,10,,1,0,Yes,3,2,Introvert
3950,2,No,6,,No,10,4,Extrovert
3951,3,No,7,6,No,11,6,Extrovert
3952,2,No,6,,No,10,6,Extrovert
3953,9,Yes,1,1,Yes,,0,Introvert
3954,3,No,7,4,No,5,4,Extrovert
3955,2,No,7,6,No,7,7,Extrovert
3956,,No,5,4,No,14,5,Extrovert
3957,4,No,9,6,No,10,8,Extrovert
3958,2,No,8,6,No,7,6,Extrovert
3959,7,Yes,2,2,Yes,5,1,Introvert
3960,3,,4,5,No,14,6,Extrovert
3961,1,No,6,5,No,5,6,Extrovert
3962,0,No,7,4,,14,6,Extrovert
3963,5,,2,0,Yes,2,1,Introvert
3964,2,No,8,4,No,15,3,Extrovert
3965,10,,1,2,Yes,3,1,Introvert
3966,2,No,8,3,No,13,9,Extrovert
3967,10,Yes,0,2,,2,1,Introvert
3968,2,No,8,7,No,7,6,Extrovert
3969,0,,7,4,No,9,3,Extrovert
3970,8,,0,2,Yes,1,0,Introvert
3971,3,No,9,5,No,6,8,Extrovert
3972,0,No,5,,No,5,6,Extrovert
3973,1,No,5,3,No,12,6,Extrovert
3974,3,No,8,6,No,9,9,Extrovert
3975,0,No,4,5,No,4,4,Extrovert
3976,0,No,8,6,No,8,8,Extrovert
3977,2,No,7,3,No,13,9,Extrovert
3978,4,Yes,2,0,Yes,1,0,Introvert
3979,1,,9,4,No,5,4,Extrovert
3980,1,,9,,No,12,7,Extrovert
3981,,No,7,3,No,12,5,Extrovert
3982,1,No,6,4,No,12,5,Extrovert
3983,2,No,10,7,No,11,6,Extrovert
3984,,Yes,1,0,Yes,0,0,Introvert
3985,0,No,9,5,No,14,7,Extrovert
3986,0,No,7,6,No,7,10,Extrovert
3987,0,No,5,6,No,15,5,Extrovert
3988,2,No,8,,No,11,,Extrovert
3989,2,No,6,7,No,11,4,Extrovert
3990,2,No,8,3,No,9,10,Extrovert
3991,4,Yes,3,,Yes,4,2,Introvert
3992,0,No,7,3,,5,5,Extrovert
3993,1,No,,4,No,10,9,Extrovert
3994,2,No,3,3,No,10,6,Extrovert
3995,0,No,5,3,No,4,9,Extrovert
3996,3,No,5,6,No,15,,Extrovert
3997,1,No,8,3,No,13,7,Extrovert
3998,0,No,7,,No,15,8,Extrovert
3999,1,No,7,4,No,4,3,Extrovert
4000,2,No,7,6,No,,6,Extrovert
4001,2,No,5,5,No,11,,Extrovert
4002,,No,9,4,No,14,4,Extrovert
4003,0,No,4,5,No,10,10,Extrovert
4004,6,Yes,3,,Yes,1,0,Introvert
4005,4,No,9,5,No,6,6,Extrovert
4006,9,Yes,2,2,Yes,2,1,Introvert
4007,4,No,4,6,No,12,3,Extrovert
4008,7,Yes,1,0,Yes,3,2,Introvert
4009,11,Yes,3,0,Yes,4,,Introvert
4010,0,,5,4,No,12,8,Extrovert
4011,3,No,4,4,No,10,7,Extrovert
4012,6,Yes,2,1,Yes,4,,Introvert
4013,1,No,7,4,No,4,10,Extrovert
4014,3,No,9,6,No,15,8,Extrovert
4015,1,No,9,3,No,5,6,Extrovert
4016,2,No,9,4,No,4,6,Extrovert
4017,2,No,7,3,No,7,5,Extrovert
4018,1,No,,4,No,8,7,Extrovert
4019,0,No,3,4,No,5,6,Extrovert
4020,2,No,,5,No,14,4,Extrovert
4021,8,Yes,3,,Yes,0,1,Introvert
4022,1,No,8,7,No,13,9,Extrovert
4023,7,Yes,4,2,Yes,2,2,Introvert
4024,3,No,6,6,No,13,6,Extrovert
4025,4,No,5,6,No,,6,Extrovert
4026,4,No,7,7,No,14,8,Extrovert
4027,10,Yes,0,2,Yes,1,,Introvert
4028,5,Yes,2,2,Yes,4,,Introvert
4029,2,No,9,5,No,5,3,Extrovert
4030,2,No,4,6,No,7,8,Extrovert
4031,6,,0,1,Yes,4,1,Introvert
4032,1,,6,5,No,7,6,Extrovert
4033,10,Yes,2,0,Yes,2,0,Introvert
4034,,No,5,6,No,11,3,Extrovert
4035,1,No,8,5,No,14,9,Extrovert
4036,0,No,9,4,,12,9,Extrovert
4037,2,No,10,4,No,10,9,Extrovert
4038,2,No,7,3,No,7,8,Extrovert
4039,0,,4,6,No,4,5,Extrovert
4040,1,No,5,3,No,15,3,Extrovert
4041,3,No,8,3,No,9,8,Extrovert
4042,2,No,10,6,No,11,5,Extrovert
4043,3,No,9,4,No,11,7,Extrovert
4044,0,No,5,5,No,15,4,Extrovert
4045,4,No,5,6,No,10,8,Extrovert
4046,0,No,6,4,No,13,6,Extrovert
4047,1,No,10,4,No,9,5,Extrovert
4048,2,No,4,3,,12,7,Extrovert
4049,0,No,5,7,No,6,4,Extrovert
4050,0,No,9,6,No,11,4,Extrovert
4051,3,,6,5,No,12,9,Extrovert
4052,9,Yes,0,1,,1,1,Introvert
4053,2,No,5,5,No,5,6,Extrovert
4054,3,No,4,7,No,13,10,Extrovert
4055,0,No,9,6,No,12,,Extrovert
4056,1,No,5,4,No,13,3,Extrovert
4057,7,Yes,3,2,Yes,1,,Introvert
4058,3,No,6,7,No,9,8,Extrovert
4059,1,No,4,5,No,9,9,Extrovert
4060,1,No,5,5,No,10,9,Extrovert
4061,10,,1,2,Yes,2,0,Introvert
4062,2,No,7,7,No,14,4,Extrovert
4063,10,Yes,1,2,Yes,4,0,Introvert
4064,2,No,4,3,No,5,6,Extrovert
4065,6,Yes,,0,Yes,4,1,Introvert
4066,1,No,6,5,No,6,8,Extrovert
4067,,Yes,2,2,Yes,3,2,Introvert
4068,4,Yes,2,2,,3,0,Introvert
4069,1,No,8,3,,8,5,Extrovert
4070,11,,2,2,Yes,3,0,Introvert
4071,2,No,6,,No,8,3,Extrovert
4072,0,No,4,3,No,13,9,Extrovert
4073,2,No,4,5,No,6,7,Extrovert
4074,2,No,9,7,No,9,5,Extrovert
4075,3,No,4,4,No,12,7,Extrovert
4076,5,Yes,0,1,,3,1,Introvert
4077,1,,3,5,No,13,4,Extrovert
4078,4,,7,7,No,10,7,Extrovert
4079,11,,0,1,Yes,3,0,Introvert
4080,0,No,8,6,No,14,4,Extrovert
4081,6,,0,0,Yes,4,1,Introvert
4082,1,No,9,7,No,12,4,Introvert
4083,5,Yes,1,1,Yes,4,2,Introvert
4084,7,Yes,,1,,,0,Introvert
4085,0,,9,6,No,15,3,Extrovert
4086,1,No,4,6,No,,,Extrovert
4087,1,No,5,3,No,5,9,Extrovert
4088,3,No,4,5,No,6,5,Extrovert
4089,2,,5,7,No,14,9,Extrovert
4090,4,,9,7,No,11,8,Extrovert
4091,1,No,6,7,,10,8,Extrovert
4092,8,,2,0,Yes,2,0,Introvert
4093,2,No,7,5,No,12,7,Extrovert
4094,1,No,9,4,No,8,9,Extrovert
4095,2,No,6,7,No,5,3,Extrovert
4096,4,No,9,5,No,14,10,Extrovert
4097,2,No,8,5,No,6,6,Extrovert
4098,8,Yes,2,,Yes,4,0,Introvert
4099,,No,7,4,No,13,3,Extrovert
4100,0,No,9,6,No,7,9,Extrovert
4101,0,No,9,5,No,10,10,Extrovert
4102,1,,8,4,No,15,5,Extrovert
4103,3,No,6,6,No,7,10,Extrovert
4104,2,No,9,5,No,5,8,Extrovert
4105,0,No,6,6,No,6,,Extrovert
4106,8,Yes,1,2,Yes,3,2,Introvert
4107,11,Yes,2,,Yes,3,1,Introvert
4108,2,No,8,4,No,5,8,Extrovert
4109,3,No,6,4,No,6,6,Extrovert
4110,2,No,5,6,No,7,7,Extrovert
4111,,,1,2,Yes,1,2,Introvert
4112,1,No,5,4,No,14,6,Extrovert
4113,11,Yes,2,0,Yes,2,3,Introvert
4114,8,Yes,0,2,,3,1,Introvert
4115,6,Yes,1,1,,5,0,Introvert
4116,3,No,,3,No,9,5,Extrovert
4117,8,Yes,1,1,Yes,0,2,Extrovert
4118,4,,6,7,No,7,8,Extrovert
4119,0,No,8,4,No,15,8,Extrovert
4120,2,No,5,5,No,7,7,Extrovert
4121,0,No,9,5,No,9,7,Extrovert
4122,0,No,6,6,No,9,9,Extrovert
4123,0,No,7,3,No,9,3,Extrovert
4124,,No,9,7,No,12,7,Extrovert
4125,2,No,9,5,No,13,7,Extrovert
4126,0,,5,6,No,7,4,Extrovert
4127,6,,4,6,No,7,9,Extrovert
4128,7,Yes,2,,Yes,1,0,Introvert
4129,1,No,8,3,No,6,9,Extrovert
4130,1,No,4,7,No,11,5,Extrovert
4131,1,No,8,7,No,5,3,Extrovert
4132,,Yes,0,1,Yes,3,0,Introvert
4133,1,No,4,5,No,15,3,Extrovert
4134,7,Yes,,0,Yes,5,1,Introvert
4135,1,No,8,3,No,15,4,Extrovert
4136,2,No,8,3,No,15,9,Extrovert
4137,1,No,7,4,No,14,8,Extrovert
4138,2,No,9,6,No,5,7,Extrovert
4139,10,,3,2,Yes,4,2,Introvert
4140,0,No,7,,No,7,7,Extrovert
4141,3,No,4,7,No,11,4,Extrovert
4142,3,No,8,7,No,15,9,Extrovert
4143,10,Yes,,0,Yes,5,0,Introvert
4144,0,No,4,4,No,11,7,Extrovert
4145,0,No,7,4,No,7,,Extrovert
4146,5,No,9,4,No,8,8,Extrovert
4147,3,Yes,0,0,Yes,5,1,Introvert
4148,1,No,7,3,No,6,5,Extrovert
4149,5,Yes,3,1,Yes,2,3,Introvert
4150,0,,4,4,No,11,4,Extrovert
4151,2,No,8,4,No,7,4,Extrovert
4152,,Yes,1,1,Yes,3,0,Introvert
4153,2,No,5,3,No,6,6,Extrovert
4154,2,No,9,,No,5,4,Extrovert
4155,0,No,3,7,No,2,7,Extrovert
4156,,No,6,3,No,7,5,Extrovert
4157,1,No,9,6,,11,10,Extrovert
4158,1,No,4,,No,8,4,Extrovert
4159,4,No,9,6,No,12,7,Extrovert
4160,0,No,5,4,No,8,3,Extrovert
4161,2,No,4,4,No,13,4,Extrovert
4162,3,No,4,5,No,13,10,Extrovert
4163,2,No,9,5,No,,8,Extrovert
4164,0,No,6,,No,,9,Extrovert
4165,2,No,5,5,No,10,4,Extrovert
4166,1,No,7,4,,15,5,Extrovert
4167,3,No,5,3,No,14,9,Extrovert
4168,3,No,5,5,No,11,8,Extrovert
4169,5,Yes,2,0,,1,0,Introvert
4170,1,No,8,4,No,9,9,Extrovert
4171,5,Yes,2,,Yes,1,0,Introvert
4172,2,,6,6,No,11,7,Extrovert
4173,0,No,4,3,No,6,3,Extrovert
4174,8,Yes,,2,Yes,1,2,Introvert
4175,4,No,9,6,No,10,6,Extrovert
4176,1,No,3,6,No,5,3,Extrovert
4177,7,Yes,1,1,Yes,,0,Introvert
4178,1,No,10,7,No,12,,Extrovert
4179,3,No,,5,No,10,6,Extrovert
4180,1,No,6,5,No,7,8,Extrovert
4181,2,No,6,6,No,7,7,Extrovert
4182,0,No,4,5,,14,4,Extrovert
4183,2,No,6,3,No,6,7,Extrovert
4184,0,No,5,3,No,13,5,Extrovert
4185,1,No,4,7,No,14,6,Extrovert
4186,0,No,8,,No,12,9,Extrovert
4187,6,Yes,,1,Yes,4,2,Introvert
4188,2,No,9,7,No,11,3,Extrovert
4189,1,No,3,5,No,7,3,Extrovert
4190,10,,3,1,Yes,5,1,Introvert
4191,,No,6,6,No,6,7,Extrovert
4192,4,No,6,6,No,10,6,Extrovert
4193,0,No,5,7,No,10,4,Extrovert
4194,3,No,6,5,No,15,8,Extrovert
4195,2,No,8,3,No,,4,Extrovert
4196,1,No,9,,No,12,9,Extrovert
4197,2,No,5,5,No,14,5,Extrovert
4198,0,No,,5,No,6,9,Extrovert
4199,4,No,7,5,No,15,9,Extrovert
4200,,No,9,5,No,12,3,Extrovert
4201,4,No,5,6,No,12,7,Extrovert
4202,2,No,4,4,No,11,8,Extrovert
4203,,No,8,3,No,11,8,Extrovert
4204,1,No,6,6,No,8,9,Extrovert
4205,3,No,8,,No,11,3,Extrovert
4206,2,,5,7,No,11,5,Extrovert
4207,0,No,8,4,No,7,5,Extrovert
4208,2,No,8,4,No,12,10,Extrovert
4209,3,No,7,5,No,9,4,Extrovert
4210,0,No,5,3,No,11,,Extrovert
4211,3,,9,4,No,4,7,Extrovert
4212,0,No,4,4,No,10,3,Extrovert
4213,1,,7,3,No,11,9,Extrovert
4214,6,Yes,1,2,,4,0,Introvert
4215,2,No,9,3,No,13,8,Extrovert
4216,1,No,4,3,No,9,7,Extrovert
4217,1,No,4,,No,11,6,Extrovert
4218,3,No,8,5,No,11,,Extrovert
4219,6,Yes,1,2,Yes,4,1,Introvert
4220,2,No,4,,No,11,9,Extrovert
4221,11,Yes,0,2,Yes,,1,Introvert
4222,0,No,8,5,No,12,9,Extrovert
4223,2,No,4,6,No,8,5,Introvert
4224,1,No,3,3,No,13,9,Extrovert
4225,10,Yes,0,0,,5,1,Introvert
4226,,No,7,6,No,9,5,Introvert
4227,10,Yes,2,2,,5,0,Introvert
4228,0,No,5,6,No,10,7,Extrovert
4229,,No,4,,No,10,3,Extrovert
4230,2,No,9,5,No,12,4,Extrovert
4231,3,No,6,,No,8,6,Extrovert
4232,1,No,5,3,No,6,4,Extrovert
4233,2,No,6,5,No,11,4,Extrovert
4234,2,No,9,4,No,14,9,Extrovert
4235,0,No,4,,No,11,6,Extrovert
4236,1,No,7,7,No,14,6,Extrovert
4237,3,No,9,5,No,12,3,Extrovert
4238,3,No,7,4,,5,9,Extrovert
4239,10,,3,2,Yes,3,2,Introvert
4240,3,No,7,4,No,7,,Extrovert
4241,11,,1,2,,1,0,Introvert
4242,3,No,3,6,No,4,6,Extrovert
4243,3,No,4,6,No,6,,Extrovert
4244,2,No,7,6,No,11,7,Extrovert
4245,8,Yes,0,1,Yes,0,0,Introvert
4246,8,Yes,2,3,Yes,1,0,Introvert
4247,0,No,6,5,No,5,4,Extrovert
4248,2,No,4,7,No,4,7,Extrovert
4249,1,No,5,7,No,9,3,Extrovert
4250,3,No,9,,No,12,8,Extrovert
4251,2,No,9,,No,15,6,Extrovert
4252,9,Yes,2,0,Yes,3,1,Extrovert
4253,3,No,7,,No,10,4,Extrovert
4254,5,Yes,2,2,,3,2,Introvert
4255,0,No,9,7,,5,7,Extrovert
4256,,No,9,6,No,13,9,Extrovert
4257,2,No,6,,No,14,3,Extrovert
4258,,No,6,5,No,13,8,Introvert
4259,7,Yes,2,,Yes,5,0,Introvert
4260,6,Yes,3,2,,1,,Introvert
4261,8,Yes,0,1,,0,1,Introvert
4262,,Yes,0,1,Yes,2,,Introvert
4263,0,No,3,3,No,10,8,Extrovert
4264,7,Yes,2,2,Yes,3,3,Introvert
4265,1,No,4,7,No,12,8,Extrovert
4266,3,No,9,4,No,6,4,Extrovert
4267,2,No,,7,No,6,7,Extrovert
4268,11,Yes,3,2,Yes,1,2,Introvert
4269,1,No,8,7,No,12,8,Extrovert
4270,2,No,4,3,No,13,4,Extrovert
4271,2,,4,6,No,6,6,Extrovert
4272,1,No,9,5,No,,10,Extrovert
4273,3,No,9,4,No,,7,Extrovert
4274,4,Yes,1,2,Yes,0,,Introvert
4275,3,No,5,4,No,12,3,Extrovert
4276,11,Yes,0,1,Yes,2,2,Introvert
4277,9,Yes,0,,,1,,Introvert
4278,4,Yes,3,0,Yes,5,2,Introvert
4279,6,Yes,,0,Yes,0,2,Introvert
4280,2,,4,4,No,9,7,Extrovert
4281,0,No,,3,No,5,6,Extrovert
4282,10,Yes,3,2,Yes,4,3,Introvert
4283,1,,5,7,No,12,7,Extrovert
4284,2,No,5,7,No,7,3,Extrovert
4285,,No,7,5,No,12,8,Extrovert
4286,11,,1,0,Yes,1,1,Introvert
4287,5,,3,,Yes,5,2,Introvert
4288,11,Yes,0,,Yes,5,0,Introvert
4289,1,No,4,5,No,7,9,Extrovert
4290,4,No,9,5,,7,5,Extrovert
4291,,No,9,4,No,8,4,Extrovert
4292,8,Yes,2,0,Yes,1,,Introvert
4293,0,No,3,3,No,6,8,Extrovert
4294,3,No,5,7,No,7,8,Extrovert
4295,1,No,8,4,No,12,3,Extrovert
4296,1,No,6,5,No,4,3,Extrovert
4297,0,No,,4,No,5,3,Extrovert
4298,11,Yes,2,3,Yes,3,1,Introvert
4299,1,No,8,6,No,7,7,Extrovert
4300,8,Yes,3,0,,4,2,Introvert
4301,10,Yes,3,,Yes,2,2,Introvert
4302,8,Yes,3,0,,6,2,Introvert
4303,2,No,7,5,No,12,3,Extrovert
4304,4,No,9,3,No,7,5,Extrovert
4305,1,No,7,,No,8,9,Extrovert
4306,,No,5,6,No,8,4,Extrovert
4307,0,No,5,6,No,6,5,Extrovert
4308,0,No,4,4,No,,6,Extrovert
4309,0,No,6,3,No,6,,Extrovert
4310,9,,,2,Yes,5,0,Introvert
4311,8,Yes,3,3,Yes,2,3,Introvert
4312,2,No,9,6,,8,6,Extrovert
4313,1,No,4,4,No,6,9,Extrovert
4314,1,No,7,3,,14,3,Extrovert
4315,5,Yes,3,0,Yes,3,0,Introvert
4316,8,Yes,0,1,Yes,5,,Introvert
4317,0,No,7,3,No,4,4,Extrovert
4318,4,,4,5,No,10,10,Extrovert
4319,3,No,6,,No,12,9,Extrovert
4320,8,Yes,1,,Yes,4,2,Introvert
4321,0,No,4,3,No,9,9,Extrovert
4322,1,No,8,6,No,11,5,Extrovert
4323,1,No,4,,No,13,3,Extrovert
4324,1,No,7,4,No,,5,Extrovert
4325,0,No,9,6,No,15,3,Extrovert
4326,3,,5,6,No,13,8,Extrovert
4327,3,No,6,3,No,12,,Extrovert
4328,7,Yes,1,0,Yes,,2,Introvert
4329,2,No,8,7,No,6,3,Extrovert
4330,2,No,8,,No,4,3,Extrovert
4331,0,No,6,3,No,13,7,Extrovert
4332,2,,7,3,No,13,10,Extrovert
4333,0,No,,5,No,14,6,Extrovert
4334,2,No,6,5,No,14,6,Extrovert
4335,9,Yes,1,3,Yes,3,0,Introvert
4336,0,No,,6,No,5,6,Extrovert
4337,3,No,7,6,No,6,9,Extrovert
4338,10,Yes,1,0,Yes,3,2,Introvert
4339,0,No,7,,No,5,6,Extrovert
4340,2,No,6,3,No,15,5,Introvert
4341,1,,4,6,No,12,3,Extrovert
4342,4,Yes,0,3,,2,1,Introvert
4343,1,No,4,,No,6,9,Extrovert
4344,0,No,3,5,No,10,7,Extrovert
4345,4,Yes,0,2,Yes,4,2,Introvert
4346,11,Yes,3,0,Yes,0,,Introvert
4347,3,No,10,7,No,15,3,Extrovert
